ID;TOWN;TOWNNO;TRACT;LON;LAT;x;y;MEDV;CMEDV;CRIM;ZN;INDUS;CHAS;NOX;RM;AGE;DIS;RAD;TAX;PTRATIO;B;LSTAT
156;0;28;3534,00;-71,0680;42,2150;329,300;4675,500;15,6;15,6;3,535010;0,0;19,580;1;0,8710;6,1520;82,60;1,74550;5;403;14,70;88,01;15,020
157;0;28;3535,00;-71,0667;42,2200;329,420;4676,060;13,1;13,1;2,446680;0,0;19,580;0;0,8710;5,2720;94,00;1,73640;5;403;14,70;88,63;16,140
158;0;28;3536,00;-71,0690;42,2285;329,260;4677,010;41,3;41,3;1,223580;0,0;19,580;0;0,6050;6,9430;97,40;1,87730;5;403;14,70;363,43;4,590
159;0;28;3537,00;-71,0670;42,2245;329,410;4676,560;24,3;24,3;1,342840;0,0;19,580;0;0,6050;6,0660;100,00;1,75730;5;403;14,70;353,89;6,430
160;0;28;3538,00;-71,0650;42,2223;329,570;4676,310;23,3;23,3;1,425020;0,0;19,580;0;0,8710;6,5100;100,00;1,76590;5;403;14,70;364,31;7,390
161;0;28;3539,00;-71,0700;42,2214;329,150;4676,220;27,0;27,0;1,273460;0,0;19,580;1;0,6050;6,2500;92,60;1,79840;5;403;14,70;338,92;5,500
162;0;28;3540,00;-71,0735;42,2282;328,880;4676,980;50,0;50,0;1,463360;0,0;19,580;0;0,6050;7,4890;90,80;1,97090;5;403;14,70;374,43;1,730
163;0;28;3541,00;-71,0770;42,2250;328,590;4676,630;50,0;50,0;1,833770;0,0;19,580;1;0,6050;7,8020;98,20;2,04070;5;403;14,70;389,61;1,920
164;0;28;3542,00;-71,0815;42,2250;328,220;4676,640;50,0;50,0;1,519020;0,0;19,580;1;0,6050;8,3750;93,90;2,16200;5;403;14,70;388,45;3,320
165;0;28;3543,00;-71,0918;42,2265;327,370;4676,830;22,7;22,7;2,242360;0,0;19,580;0;0,6050;5,8540;91,80;2,42200;5;403;14,70;395,11;11,640
166;0;28;3544,00;-71,0820;42,2295;328,190;4677,140;25,0;25,0;2,924000;0,0;19,580;0;0,6050;6,1010;93,00;2,28340;5;403;14,70;240,16;9,810
167;0;28;3545,00;-71,0770;42,2305;328,600;4677,240;50,0;50,0;2,010190;0,0;19,580;0;0,6050;7,9290;96,20;2,04590;5;403;14,70;369,30;3,700
168;0;28;3546,00;-71,0866;42,2345;327,820;4677,710;23,8;23,8;1,800280;0,0;19,580;0;0,6050;5,8770;79,20;2,42590;5;403;14,70;227,61;12,140
169;0;28;3547,00;-71,0740;42,2331;328,860;4677,530;23,8;23,8;2,300400;0,0;19,580;0;0,6050;6,3190;96,10;2,10000;5;403;14,70;297,09;11,100
170;0;28;3548,00;-71,0775;42,2351;328,570;4677,760;22,3;22,3;2,449530;0,0;19,580;0;0,6050;6,4020;95,20;2,26250;5;403;14,70;330,04;11,320
171;0;28;3549,00;-71,0810;42,2368;328,290;4677,950;17,4;17,4;1,207420;0,0;19,580;0;0,6050;5,8750;94,60;2,42590;5;403;14,70;292,29;14,430
172;0;28;3550,00;-71,0792;42,2390;328,440;4678,190;19,1;19,1;2,313900;0,0;19,580;0;0,6050;5,8800;97,30;2,38870;5;403;14,70;348,13;12,030
173;0;29;3561,00;-71,0870;42,2416;327,810;4678,500;23,1;23,1;0,139140;0,0;4,050;0;0,5100;5,5720;88,50;2,59610;5;296;16,60;396,90;14,690
174;0;29;3562,00;-71,0855;42,2450;327,940;4678,870;23,6;23,6;0,091780;0,0;4,050;0;0,5100;6,4160;84,10;2,64630;5;296;16,60;395,50;9,040
175;0;29;3563,00;-71,0833;42,2475;328,130;4679,140;22,6;22,6;0,084470;0,0;4,050;0;0,5100;5,8590;68,70;2,70190;5;296;16,60;393,23;9,640
176;0;29;3564,00;-71,0940;42,2575;327,270;4680,280;29,4;29,4;0,066640;0,0;4,050;0;0,5100;6,5460;33,10;3,13230;5;296;16,60;390,96;5,330
177;0;29;3565,00;-71,1125;42,2550;325,740;4680,040;23,2;23,2;0,070220;0,0;4,050;0;0,5100;6,0200;47,20;3,55490;5;296;16,60;393,23;10,110
178;0;29;3566,00;-71,1060;42,2512;326,270;4679,600;24,6;24,6;0,054250;0,0;4,050;0;0,5100;6,3150;73,40;3,31750;5;296;16,60;395,60;6,290
179;0;29;3567,00;-71,0965;42,2470;327,040;4679,120;29,9;29,9;0,066420;0,0;4,050;0;0,5100;6,8600;74,40;2,91530;5;296;16,60;391,27;6,920
180;0;30;3571,00;-71,1000;42,2408;326,730;4678,430;37,2;37,2;0,057800;0,0;2,460;0;0,4880;6,9800;58,40;2,82900;3;193;17,80;396,90;5,040
181;0;30;3572,00;-71,0995;42,2345;326,760;4677,730;39,8;39,8;0,065880;0,0;2,460;0;0,4880;7,7650;83,30;2,74100;3;193;17,80;395,56;7,560
182;0;30;3573,00;-71,0966;42,2282;326,980;4677,030;36,2;36,2;0,068880;0,0;2,460;0;0,4880;6,1440;62,20;2,59790;3;193;17,80;396,90;9,450
183;0;30;3574,00;-71,1005;42,2287;326,660;4677,090;37,9;37,9;0,091030;0,0;2,460;0;0,4880;7,1550;92,20;2,70060;3;193;17,80;394,12;4,820
184;0;30;3575,00;-71,1065;42,2300;326,170;4677,250;32,5;32,5;0,100080;0,0;2,460;0;0,4880;6,5630;95,60;2,84700;3;193;17,80;396,90;5,680
185;0;30;3576,00;-71,1120;42,2300;325,710;4677,260;26,4;26,4;0,083080;0,0;2,460;0;0,4880;5,6040;89,80;2,98790;3;193;17,80;391,00;13,980
186;0;30;3577,00;-71,1175;42,2350;325,270;4677,830;29,6;29,6;0,060470;0,0;2,460;0;0,4880;6,1530;68,80;3,27970;3;193;17,80;387,11;13,150
187;0;30;3578,00;-71,1115;42,2442;325,790;4678,830;50,0;50,0;0,056020;0,0;2,460;0;0,4880;7,8310;53,60;3,19920;3;193;17,80;392,63;4,450
188;0;31;3581,00;-71,1220;42,2565;324,960;4680,220;32,0;32,0;0,078750;45,0;3,440;0;0,4370;6,7820;41,10;3,78860;5;398;15,20;393,87;6,680
189;0;31;3583,00;-71,1408;42,2550;323,400;4680,090;29,8;29,8;0,125790;45,0;3,440;0;0,4370;6,5560;29,10;4,56670;5;398;15,20;382,84;4,560
190;0;31;3584,00;-71,1450;42,2651;323,090;4681,220;34,9;34,9;0,083700;45,0;3,440;0;0,4370;7,1850;38,90;4,56670;5;398;15,20;396,90;5,390
191;0;31;3585,00;-71,1216;42,2700;325,030;4681,720;37,0;33,0;0,090680;45,0;3,440;0;0,4370;6,9510;21,50;6,47980;5;398;15,20;377,68;5,100
192;0;31;3586,00;-71,1485;42,2765;322,830;4682,500;30,5;30,5;0,069110;45,0;3,440;0;0,4370;6,7390;30,80;6,47980;5;398;15,20;389,71;4,690
193;0;31;3587,00;-71,1340;42,2785;324,030;4682,690;36,4;36,4;0,086640;45,0;3,440;0;0,4370;7,1780;26,30;6,47980;5;398;15,20;390,49;2,870
194;0;32;3591,00;-71,1525;42,3000;322,570;4685,120;31,1;31,1;0,021870;60,0;2,930;0;0,4010;6,8000;9,90;6,21960;1;265;15,60;393,37;5,030
195;0;32;3592,00;-71,1633;42,3030;321,680;4685,470;29,1;29,1;0,014390;60,0;2,930;0;0,4010;6,6040;18,80;6,21960;1;265;15,60;376,70;4,380
196;0;33;3602,00;-71,1890;42,2525;319,420;4679,920;50,0;50,0;0,013810;80,0;0,460;0;0,4220;7,8750;32,00;5,64840;4;255;14,40;394,23;2,970
197;0;34;3611,00;-71,2200;42,2715;316,920;4682,090;33,3;33,3;0,040110;80,0;1,520;0;0,4040;7,2870;34,10;7,30900;2;329;12,60;396,90;4,080
198;0;34;3612,00;-71,2400;42,2725;315,270;4682,250;30,3;30,3;0,046660;80,0;1,520;0;0,4040;7,1070;36,60;7,30900;2;329;12,60;354,31;8,610
199;0;34;3613,00;-71,2220;42,2890;316,800;4684,040;34,6;34,6;0,037680;80,0;1,520;0;0,4040;7,2740;38,30;7,30900;2;329;12,60;392,20;6,620
200;0;35;3651,00;-71,2440;42,2425;314,850;4678,930;34,9;34,9;0,031500;95,0;1,470;0;0,4030;6,9750;15,30;7,65340;3;402;17,00;396,90;4,560
201;0;35;3652,00;-71,2630;42,2225;313,230;4676,750;32,9;32,9;0,017780;95,0;1,470;0;0,4030;7,1350;13,90;7,65340;3;402;17,00;384,30;4,450
202;0;36;3661,00;-71,2185;42,1955;316,820;4673,650;24,1;24,1;0,034450;82,5;2,030;0;0,4150;6,1620;38,40;6,27000;2;348;14,70;393,77;7,430
203;0;36;3662,00;-71,2140;42,2180;317,260;4676,140;42,3;42,3;0,021770;82,5;2,030;0;0,4150;7,6100;15,70;6,27000;2;348;14,70;395,38;3,110
204;0;37;3671,00;-71,1990;42,2320;318,540;4677,660;48,5;48,5;0,035100;95,0;2,680;0;0,4160;7,8530;33,20;5,11800;4;224;14,70;392,78;3,810
205;0;37;3672,00;-71,1990;42,2058;318,460;4674,750;50,0;50,0;0,020090;95,0;2,680;0;0,4160;8,0340;31,90;5,11800;4;224;14,70;390,55;2,880
206;0;38;3681,00;-71,1475;42,2445;322,820;4678,940;22,6;22,6;0,136420;0,0;10,590;0;0,4890;5,8910;22,30;3,94540;4;277;18,60;396,90;10,870
207;0;38;3682,00;-71,1500;42,2308;322,580;4677,430;24,4;24,4;0,229690;0,0;10,590;0;0,4890;6,3260;52,50;4,35490;4;277;18,60;394,87;10,970
208;0;38;3683,00;-71,1490;42,2268;322,650;4676,980;22,5;22,5;0,251990;0,0;10,590;0;0,4890;5,7830;72,70;4,35490;4;277;18,60;389,43;18,060
209;0;38;3684,00;-71,1503;42,2220;322,530;4676,450;24,4;24,4;0,135870;0,0;10,590;1;0,4890;6,0640;59,10;4,23920;4;277;18,60;381,32;14,660
210;0;38;3685,00;-71,1430;42,2217;323,130;4676,400;20,0;20,0;0,435710;0,0;10,590;1;0,4890;5,3440;100,00;3,87500;4;277;18,60;396,90;23,090
211;0;38;3686,00;-71,1435;42,2177;323,080;4675,960;21,7;21,7;0,174460;0,0;10,590;1;0,4890;5,9600;92,10;3,87710;4;277;18,60;393,25;17,270
212;0;38;3687,00;-71,1380;42,2216;323,540;4676,380;19,3;19,3;0,375780;0,0;10,590;1;0,4890;5,4040;88,60;3,66500;4;277;18,60;395,24;23,980
213;0;38;3688,00;-71,1335;42,2250;323,920;4676,750;22,4;22,4;0,217190;0,0;10,590;1;0,4890;5,8070;53,80;3,65260;4;277;18,60;390,94;16,030
214;0;38;3689,00;-71,1375;42,2355;323,620;4677,920;28,1;28,1;0,140520;0,0;10,590;0;0,4890;6,3750;32,30;3,94540;4;277;18,60;385,81;9,380
215;0;38;3690,00;-71,1270;42,2350;324,490;4677,840;23,7;23,7;0,289550;0,0;10,590;0;0,4890;5,4120;9,80;3,58750;4;277;18,60;348,93;29,550
216;0;38;3691,00;-71,1245;42,2277;324,670;4677,030;25,0;25,0;0,198020;0,0;10,590;0;0,4890;6,1820;42,40;3,94540;4;277;18,60;393,63;9,470
217;0;39;3701,00;-71,1166;42,2230;325,310;4676,490;23,3;23,3;0,045600;0,0;13,890;1;0,5500;5,8880;56,00;3,11210;5;276;16,40;392,80;13,510
218;0;39;3702,00;-71,1050;42,2235;326,270;4676,520;28,7;28,7;0,070130;0,0;13,890;0;0,5500;6,6420;85,10;3,42110;5;276;16,40;392,78;9,690
219;0;39;3703,00;-71,0933;42,2220;327,230;4676,330;21,5;21,5;0,110690;0,0;13,890;1;0,5500;5,9510;93,80;2,88930;5;276;16,40;396,90;17,920
220;0;39;3704,00;-71,1060;42,2185;326,180;4675,970;23,0;23,0;0,114250;0,0;13,890;1;0,5500;6,3730;92,40;3,36330;5;276;16,40;393,74;10,500
221;0;40;3731,00;-71,1100;42,2137;325,830;4675,440;26,7;26,7;0,358090;0,0;6,200;1;0,5070;6,9510;88,50;2,86170;8;307;17,40;391,70;9,710
222;0;40;3732,00;-71,1210;42,2166;324,930;4675,790;21,7;21,7;0,407710;0,0;6,200;1;0,5070;6,1640;91,30;3,04800;8;307;17,40;395,24;21,460
223;0;40;3733,00;-71,1250;42,2134;324,590;4675,440;27,5;27,5;0,623560;0,0;6,200;1;0,5070;6,8790;77,70;3,27210;8;307;17,40;390,39;9,930
224;0;40;3734,00;-71,1208;42,2183;324,950;4675,980;30,1;30,1;0,614700;0,0;6,200;0;0,5070;6,6180;80,80;3,27210;8;307;17,40;396,90;7,600
225;0;40;3735,00;-71,1100;42,2060;325,810;4674,590;44,8;44,8;0,315330;0,0;6,200;0;0,5040;8,2660;78,30;2,89440;8;307;17,40;385,05;4,140
226;0;40;3736,00;-71,1012;42,1975;326,510;4673,630;50,0;50,0;0,526930;0,0;6,200;0;0,5040;8,7250;83,00;2,89440;8;307;17,40;382,00;4,630
227;0;40;3737,00;-71,1215;42,2025;324,850;4674,220;37,6;37,6;0,382140;0,0;6,200;0;0,5040;8,0400;86,50;3,21570;8;307;17,40;387,38;3,130
228;0;40;3738,00;-71,1160;42,1947;325,280;4673,350;31,6;31,6;0,412380;0,0;6,200;0;0,5040;7,1630;79,90;3,21570;8;307;17,40;372,08;6,360
229;0;40;3739,00;-71,1100;42,1850;325,750;4672,260;46,7;46,7;0,298190;0,0;6,200;0;0,5040;7,6860;17,00;3,37510;8;307;17,40;377,51;3,920
230;0;40;3740,00;-71,1190;42,1807;325,000;4671,800;31,5;31,5;0,441780;0,0;6,200;0;0,5040;6,5520;21,40;3,37510;8;307;17,40;380,34;3,760
231;0;40;3741,00;-71,1300;42,1880;324,110;4672,630;24,3;24,3;0,537000;0,0;6,200;0;0,5040;5,9810;68,10;3,67150;8;307;17,40;378,35;11,650
232;0;40;3742,00;-71,1285;42,1930;324,250;4673,180;31,7;31,7;0,462960;0,0;6,200;0;0,5040;7,4120;76,90;3,67150;8;307;17,40;376,14;5,250
233;0;40;3743,00;-71,1400;42,1946;323,300;4673,390;41,7;41,7;0,575290;0,0;6,200;0;0,5070;8,3370;73,30;3,83840;8;307;17,40;385,91;2,470
234;0;40;3744,00;-71,1340;42,2040;323,820;4674,420;48,3;48,3;0,331470;0,0;6,200;0;0,5070;8,2470;70,40;3,65190;8;307;17,40;378,95;3,950
235;0;40;3745,00;-71,1320;42,2142;324,020;4675,550;29,0;29,0;0,447910;0,0;6,200;1;0,5070;6,7260;66,50;3,65190;8;307;17,40;360,20;8,050
236;0;40;3746,00;-71,1380;42,2141;323,520;4675,550;24,0;24,0;0,330450;0,0;6,200;0;0,5070;6,0860;61,50;3,65190;8;307;17,40;376,75;10,880
237;0;40;3747,00;-71,1485;42,2110;322,650;4675,220;25,1;25,1;0,520580;0,0;6,200;1;0,5070;6,6310;76,50;4,14800;8;307;17,40;388,45;9,540
238;0;40;3748,00;-71,1491;42,2030;322,570;4674,340;31,5;31,5;0,511830;0,0;6,200;0;0,5070;7,3580;71,60;4,14800;8;307;17,40;390,07;4,730
239;0;41;3821,00;-71,2055;42,1875;317,870;4672,740;23,7;23,7;0,082440;30,0;4,930;0;0,4280;6,4810;18,50;6,18990;6;300;16,60;379,41;6,360
240;0;41;3822,00;-71,2035;42,1870;318,040;4672,680;23,3;23,3;0,092520;30,0;4,930;0;0,4280;6,6060;42,20;6,18990;6;300;16,60;383,78;7,370
241;0;41;3823,00;-71,1966;42,1640;318,540;4670,110;22,0;27,0;0,113290;30,0;4,930;0;0,4280;6,8970;54,30;6,33610;6;300;16,60;391,25;11,380
242;0;41;3824,00;-71,2138;42,1645;317,120;4670,200;20,1;20,1;0,106120;30,0;4,930;0;0,4280;6,0950;65,10;6,33610;6;300;16,60;394,62;12,400
243;0;41;3825,00;-71,2200;42,1782;316,650;4671,730;22,2;22,2;0,102900;30,0;4,930;0;0,4280;6,3580;52,90;7,03550;6;300;16,60;372,75;11,220
244;0;41;3826,00;-71,2320;42,1725;315,640;4671,130;23,7;23,7;0,127570;30,0;4,930;0;0,4280;6,3930;7,80;7,03550;6;300;16,60;374,71;5,190
245;0;42;3831,00;-71,2435;42,1630;314,660;4670,100;17,6;17,6;0,206080;22,0;5,860;0;0,4310;5,5930;76,50;7,95490;7;330;19,10;372,49;12,500
246;0;42;3832,00;-71,2575;42,1618;313,500;4669,990;18,5;18,5;0,191330;22,0;5,860;0;0,4310;5,6050;70,20;7,95490;7;330;19,10;389,13;18,460
247;0;42;3833,00;-71,2620;42,1690;313,150;4670,800;24,3;24,3;0,339830;22,0;5,860;0;0,4310;6,1080;34,90;8,05550;7;330;19,10;390,18;9,160
248;0;42;3834,00;-71,2470;42,1703;314,400;4670,910;20,5;20,5;0,196570;22,0;5,860;0;0,4310;6,2260;79,20;8,05550;7;330;19,10;376,14;10,150
249;0;42;3835,00;-71,2550;42,1767;313,750;4671,640;24,5;24,5;0,164390;22,0;5,860;0;0,4310;6,4330;49,10;7,82650;7;330;19,10;374,71;9,520
250;0;42;3836,00;-71,2475;42,1825;314,390;4672,270;26,2;26,2;0,190730;22,0;5,860;0;0,4310;6,7180;17,50;7,82650;7;330;19,10;393,74;6,560
251;0;42;3837,00;-71,2380;42,1910;315,200;4673,190;24,4;24,4;0,140300;22,0;5,860;0;0,4310;6,4870;13,00;7,39670;7;330;19,10;396,28;5,900
252;0;42;3838,00;-71,2435;42,1982;314,770;4674,010;24,8;24,8;0,214090;22,0;5,860;0;0,4310;6,4380;8,90;7,39670;7;330;19,10;377,07;3,590
253;0;42;3839,00;-71,2685;42,1935;312,690;4673,540;29,6;29,6;0,082210;22,0;5,860;0;0,4310;6,9570;6,80;8,90670;7;330;19,10;386,09;3,530
254;0;42;3840,00;-71,2807;42,1727;311,620;4671,260;42,8;42,8;0,368940;22,0;5,860;0;0,4310;8,2590;8,40;8,90670;7;330;19,10;396,90;3,540
255;0;43;3851,00;-71,2895;42,1575;310,850;4669,590;21,9;21,9;0,048190;80,0;3,640;0;0,3920;6,1080;32,00;9,22030;1;315;16,40;392,89;6,570
256;0;43;3852,00;-71,2690;42,1482;312,510;4668,510;20,9;20,9;0,035480;80,0;3,640;0;0,3920;5,8760;19,10;9,22030;1;315;16,40;395,18;9,250
257;0;44;3861,00;-71,2230;42,1450;316,310;4668,050;44,0;44,0;0,015380;90,0;3,750;0;0,3940;7,4540;34,20;6,33610;3;244;15,90;386,34;3,110
258;0;45;4001,00;-71,0679;42,2073;329,290;4674,650;50,0;50,0;0,611540;20,0;3,970;0;0,6470;8,7040;86,90;1,80100;5;264;13,00;389,70;5,120
259;0;45;4002,00;-71,0727;42,2077;328,890;4674,700;36,0;36,0;0,663510;20,0;3,970;0;0,6470;7,3330;100,00;1,89460;5;264;13,00;383,29;7,790
260;0;45;4003,00;-71,0765;42,2075;328,580;4674,690;30,1;30,1;0,656650;20,0;3,970;0;0,6470;6,8420;100,00;2,01070;5;264;13,00;391,93;6,900
261;0;45;4004,00;-71,0800;42,2040;328,280;4674,310;33,8;33,8;0,540110;20,0;3,970;0;0,6470;7,2030;81,80;2,11210;5;264;13,00;392,80;9,590
262;0;45;4005,00;-71,0790;42,2020;328,360;4674,080;43,1;43,1;0,534120;20,0;3,970;0;0,6470;7,5200;89,40;2,13980;5;264;13,00;388,37;7,260
263;0;45;4006,00;-71,0835;42,2000;327,980;4673,870;48,8;48,8;0,520140;20,0;3,970;0;0,6470;8,3980;91,50;2,28850;5;264;13,00;386,86;5,910
264;0;45;4007,00;-71,0750;42,1980;328,680;4673,630;31,0;31,0;0,825260;20,0;3,970;0;0,6470;7,3270;94,50;2,07880;5;264;13,00;393,42;11,250
265;0;45;4008,00;-71,0710;42,2030;329,020;4674,180;36,5;36,5;0,550070;20,0;3,970;0;0,6470;7,2060;91,60;1,93010;5;264;13,00;387,89;8,100
266;0;45;4009,00;-71,0700;42,2000;329,100;4673,840;22,8;22,8;0,761620;20,0;3,970;0;0,6470;5,5600;62,80;1,98650;5;264;13,00;392,40;10,450
267;0;45;4010,00;-71,0725;42,1965;328,880;4673,460;30,7;30,7;0,785700;20,0;3,970;0;0,6470;7,0140;84,60;2,13290;5;264;13,00;384,07;14,790
268;0;45;4011,00;-71,0850;42,1925;327,840;4673,040;50,0;50,0;0,578340;20,0;3,970;0;0,5750;8,2970;67,00;2,42160;5;264;13,00;384,54;7,440
269;0;45;4012,00;-71,0925;42,2075;327,260;4674,720;43,5;43,5;0,540500;20,0;3,970;0;0,5750;7,4700;52,60;2,87200;5;264;13,00;390,30;3,160
270;0;46;4021,00;-71,0980;42,1540;326,660;4668,790;20,7;20,7;0,090650;20,0;6,960;1;0,4640;5,9200;61,50;3,91750;3;223;18,60;391,34;13,650
271;0;46;4022,00;-71,0870;42,1410;327,530;4667,330;21,1;21,1;0,299160;20,0;6,960;0;0,4640;5,8560;42,10;4,42900;3;223;18,60;388,65;13,000
272;0;46;4023,00;-71,0940;42,1355;326,940;4666,730;25,2;25,2;0,162110;20,0;6,960;0;0,4640;6,2400;16,30;4,42900;3;223;18,60;396,90;6,590
273;0;46;4024,00;-71,0982;42,1445;326,620;4667,740;24,4;24,4;0,114600;20,0;6,960;0;0,4640;6,5380;58,70;3,91750;3;223;18,60;394,96;7,730
274;0;46;4025,00;-71,1170;42,1510;325,080;4668,500;35,2;35,2;0,221880;20,0;6,960;1;0,4640;7,6910;51,80;4,36650;3;223;18,60;390,77;6,580
275;0;47;4031,00;-71,1305;42,1675;324,010;4670,360;32,4;32,4;0,056440;40,0;6,410;1;0,4470;6,7580;32,90;4,07760;4;254;17,60;396,90;3,530
276;0;47;4032,00;-71,1380;42,1733;323,410;4671,020;32,0;32,0;0,096040;40,0;6,410;0;0,4470;6,8540;42,80;4,26730;4;254;17,60;396,90;2,980
277;0;47;4033,00;-71,1405;42,1632;323,170;4669,900;33,2;33,2;0,104690;40,0;6,410;1;0,4470;7,2670;49,00;4,78720;4;254;17,60;389,25;6,050
278;0;47;4034,00;-71,1495;42,1730;322,460;4671,010;33,1;33,1;0,061270;40,0;6,410;1;0,4470;6,8260;27,60;4,86280;4;254;17,60;393,45;4,160
279;0;47;4035,00;-71,1395;42,1813;323,310;4671,910;29,1;29,1;0,079780;40,0;6,410;0;0,4470;6,4820;32,10;4,14030;4;254;17,60;396,90;7,190
280;0;48;4041,00;-71,1480;42,1880;322,620;4672,670;35,1;35,1;0,210380;20,0;3,330;0;0,4430;6,8120;32,20;4,10070;5;216;14,90;396,90;4,850
281;0;48;4042,00;-71,1660;42,1870;321,130;4672,600;45,4;45,4;0,035780;20,0;3,330;0;0,4430;7,8200;64,50;4,69470;5;216;14,90;387,31;3,760
282;0;48;4043,00;-71,1850;42,1848;319,560;4672,390;35,4;35,4;0,037050;20,0;3,330;0;0,4430;6,9680;37,20;5,24470;5;216;14,90;392,23;4,590
283;0;48;4044,00;-71,1775;42,1735;320,150;4671,120;46,0;46,0;0,061290;20,0;3,330;1;0,4430;7,6450;49,70;5,21190;5;216;14,90;377,07;3,010
284;0;49;4051,00;-71,1730;42,1475;320,440;4668,220;50,0;50,0;0,015010;90,0;1,210;1;0,4010;7,9230;24,80;5,88500;1;198;13,60;395,52;3,160
285;0;50;4061,00;-71,1800;42,1105;319,760;4664,130;32,2;32,2;0,009060;90,0;2,970;0;0,4000;7,0880;20,80;7,30730;1;285;15,30;394,72;7,850
286;0;51;4071,00;-71,2135;42,1000;316,960;4663,040;22,0;22,0;0,010960;55,0;2,250;0;0,3890;6,4530;31,90;7,30730;1;300;15,30;394,72;8,230
287;0;52;4091,00;-71,1950;42,0675;318,400;4659,390;20,1;20,1;0,019650;80,0;1,760;0;0,3850;6,2300;31,50;9,08920;1;241;18,20;341,60;12,930
288;0;53;4111,00;-71,1480;42,0775;322,310;4660,400;23,2;23,2;0,038710;52,5;5,320;0;0,4050;6,2090;31,30;7,31720;6;293;16,60;396,90;7,140
289;0;53;4112,00;-71,1325;42,0940;323,640;4662,200;22,3;22,3;0,045900;52,5;5,320;0;0,4050;6,3150;45,60;7,31720;6;293;16,60;396,90;7,600
290;0;53;4113,00;-71,1550;42,0980;321,790;4662,690;24,8;24,8;0,042970;52,5;5,320;0;0,4050;6,5650;22,90;7,31720;6;293;16,60;371,72;9,510
291;0;54;4121,00;-71,1385;42,1235;323,230;4665,490;28,5;28,5;0,035020;80,0;4,950;0;0,4110;6,8610;27,90;5,11670;4;245;19,20;396,90;3,330
292;0;54;4122,00;-71,1330;42,1408;323,730;4667,400;37,3;37,3;0,078860;80,0;4,950;0;0,4110;7,1480;27,70;5,11670;4;245;19,20;396,90;3,560
293;0;54;4123,00;-71,1070;42,1307;325,850;4666,220;27,9;27,9;0,036150;80,0;4,950;0;0,4110;6,6300;23,40;5,11670;4;245;19,20;396,90;4,700
294;0;55;4131,00;-71,1090;42,1100;325,630;4663,930;23,9;23,9;0,082650;0,0;13,920;0;0,4370;6,1270;18,40;5,50270;4;289;16,00;396,90;8,580
295;0;55;4132,00;-71,1180;42,1217;324,920;4665,250;21,7;21,7;0,081990;0,0;13,920;0;0,4370;6,0090;42,30;5,50270;4;289;16,00;396,90;10,400
296;0;55;4133,00;-71,1309;42,1166;323,840;4664,710;28,6;28,6;0,129320;0,0;13,920;0;0,4370;6,6780;31,10;5,96040;4;289;16,00;396,90;6,270
297;0;55;4134,00;-71,1280;42,1108;324,060;4664,060;27,1;27,1;0,053720;0,0;13,920;0;0,4370;6,5490;51,00;5,96040;4;289;16,00;392,85;7,390
298;0;55;4135,00;-71,1210;42,1025;324,620;4663,120;20,3;20,3;0,141030;0,0;13,920;0;0,4370;5,7900;58,00;6,32000;4;289;16,00;396,90;15,840
299;0;56;4141,00;-71,1200;42,0725;324,620;4659,790;22,5;22,5;0,064660;70,0;2,240;0;0,4000;6,3450;20,10;7,82780;5;358;14,80;368,24;4,970
300;0;56;4142,00;-71,1000;42,0590;326,230;4658,250;29,0;29,0;0,055610;70,0;2,240;0;0,4000;7,0410;10,00;7,82780;5;358;14,80;371,58;4,740
301;0;56;4143,00;-71,1035;42,0735;325,980;4659,860;24,8;24,8;0,044170;70,0;2,240;0;0,4000;6,8710;47,40;7,82780;5;358;14,80;390,86;6,070
302;0;57;4151,00;-71,0875;42,0950;327,370;4662,220;22,0;22,0;0,035370;34,0;6,090;0;0,4330;6,5900;40,40;5,49170;7;329;16,10;395,75;9,500
303;0;57;4152,00;-71,0625;42,1020;329,450;4662,950;26,4;26,4;0,092660;34,0;6,090;0;0,4330;6,4950;18,40;5,49170;7;329;16,10;383,61;8,670
304;0;57;4153,00;-71,0865;42,1200;327,520;4664,990;33,1;33,1;0,100000;34,0;6,090;0;0,4330;6,9820;17,70;5,49170;7;329;16,10;390,43;4,860
305;0;58;4161,00;-71,0465;42,1450;330,890;4667,690;36,1;36,1;0,055150;33,0;2,180;0;0,4720;7,2360;41,10;4,02200;7;222;18,40;393,68;6,930
306;0;58;4162,00;-71,0570;42,1525;330,040;4668,540;28,4;28,4;0,054790;33,0;2,180;0;0,4720;6,6160;58,10;3,37000;7;222;18,40;393,36;8,930
307;0;58;4163,00;-71,0450;42,1590;331,050;4669,240;33,4;33,4;0,075030;33,0;2,180;0;0,4720;7,4200;71,90;3,09920;7;222;18,40;396,90;6,470
308;0;58;4164,00;-71,0280;42,1565;332,450;4668,930;28,2;28,2;0,049320;33,0;2,180;0;0,4720;6,8490;70,30;3,18270;7;222;18,40;396,90;7,530
309;0;59;4171,00;-71,0138;42,1555;333,620;4668,790;22,8;22,8;0,492980;0,0;9,900;0;0,5440;6,6350;82,50;3,31750;4;304;18,40;396,90;4,540
310;0;59;4172,00;-71,0201;42,1600;333,110;4669,300;20,3;20,3;0,349400;0,0;9,900;0;0,5440;5,9720;76,70;3,10250;4;304;18,40;396,24;9,970
311;0;59;4173,00;-71,0160;42,1760;333,490;4671,070;16,1;16,1;2,635480;0,0;9,900;0;0,5440;4,9730;37,80;2,51940;4;304;18,40;350,45;12,640
